p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
4.726987602839378e-98,0.33688407610348203,0.385,0.203,1.2753885251220925e-93,1,Elmo1
2.0625938202823496e-95,0.41071271117900787,0.267,0.12,5.565084386503808e-91,1,Bambi
1.3860019494922126e-83,0.6012685577806163,0.423,0.248,3.739571859924939e-79,1,Dab1
2.0995097765686082e-77,0.368078936960923,0.447,0.272,5.664687328159762e-73,1,Gnao1
2.1270049412666988e-77,0.2506402022923031,0.337,0.182,5.73887203203168e-73,1,Scamp1
1.061830634430329e-75,0.38449526219078295,0.243,0.115,2.8649252347564708e-71,1,Tenm4
4.500304757957123e-75,0.40358578624271324,0.319,0.173,1.2142272267444115e-70,1,Kpna4
3.4636732565615628e-74,0.5090071177936603,0.273,0.14,9.345336813528753e-70,1,Gas2l3
1.2779842672151316e-73,0.4160743231215379,0.211,0.095,3.4481293513731464e-69,1,Plcb4
1.272143338916853e-72,0.3753327616700981,0.52,0.346,3.432369942731561e-68,1,Rbmx
1.534975655032528e-71,0.561657126538467,0.283,0.147,4.141517814843264e-67,1,Cdc42ep3
7.482568925704287e-66,0.6075951743236061,0.333,0.193,2.0188719218442738e-61,1,Slain1
1.2201702683208215e-64,0.5668649339028486,0.461,0.301,3.2921414009564085e-60,1,Hdgfl3
5.252071906316545e-63,0.28369441279077146,0.197,0.091,1.417061521043267e-58,1,Zfp385b
1.4813851118363615e-62,0.2591390021760934,0.139,0.055,3.996925170245687e-58,1,2700033N17Rik
1.0134084849922486e-61,0.34674678853633534,0.281,0.152,2.734277433357586e-57,1,Dlx6
4.817164193646088e-61,0.5776375932003934,0.481,0.322,1.299719071087651e-56,1,Smarcd1
7.05894312287016e-61,0.4792232743369438,0.363,0.221,1.9045734439815976e-56,1,Kif2a
7.86968911098782e-60,0.261731300600176,0.365,0.219,2.1233208190356235e-55,1,Actl6b
3.2192719159143274e-58,0.2668176556550047,0.195,0.094,8.685917556328447e-54,1,Magi2
4.68104947198376e-56,2.875671930475706,0.168,0.077,1.2629939580359382e-51,1,Sfrp2
5.8378569864984606e-55,0.2710866674417283,0.188,0.091,1.5751121935271496e-50,1,Adra2b
2.47188007948354e-54,0.2943558003709626,0.221,0.114,6.669379642454539e-50,1,Ppm1l
4.1493073385579808e-053,0.3596776850805682,0.256,0.141,1.1195246130163287e-48,1,Lrrc7
2.209114010370551e-50,0.26169100246971627,0.182,0.089,5.960410511380784e-46,1,Pgap1
3.338158302479824e-46,0.5012965064112274,0.146,0.068,9.006684915920813e-42,1,Tgfb2
6.6086569287464745e-46,0.3325056330593895,0.314,0.195,1.7830817259450863e-41,1,Nmd3
8.222918876566394e-46,0.28370078997181536,0.249,0.143,2.2186257420863789e-41,1,B3galnt1
9.35565239588981e-44,0.2644993768077044,0.659,0.52,2.5242485729350297e-39,1,Metap2
9.830896907479168e-44,0.5252424015091606,0.243,0.14,2.6524742946069543e-39,1,Lcorl
1.5342265654125519e-43,0.2540817943482038,0.151,0.073,4.1394966961396063e-39,1,Erbb4
4.361084028341749e-43,0.36387508738143026,0.662,0.528,1.1766640816868873e-38,1,Kat6b
8.319482039863295e-43,0.3715906272449776,0.237,0.136,2.2446794491755156e-38,1,Phactr3
6.575644568417287e-42,0.27859080558696164,0.242,0.141,1.7741746610046682e-37,1,Prkar2b
