p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
9.026599008079444e-54,3.3299121959831677,0.171,0.314,2.435466678369915e-49,1,Msmo1
1.4599935912622007e-50,0.2894532921430625,0.352,0.219,3.939208708584544e-46,1,Gng2
2.7126843258198713e-50,10.793078225154261,0.066,0.187,7.319093579494595e-46,1,Gas7
1.1424819049184989e-48,4.064125641368465,0.081,0.203,3.082530427660602e-44,1,Tsc22d4
3.285962683579742e-45,0.3285034799324815,0.245,0.14,8.865855916566502e-41,1,Pak5
1.2288214797183347e-44,0.2544277091240911,0.178,0.091,3.3154832344280387e-40,1,Papolg
4.162172851924258e-44,0.26561500480836386,0.122,0.053,1.1229958571776841e-39,1,Map3k20
6.501162395041202e-42,0.42890923439385303,0.244,0.143,1.7540786258060667e-37,1,Cd1d1
9.376926750851997e-41,17.751864663949142,0.117,0.237,2.5299886066473775e-36,1,Sec11c
3.4437431133044113e-40,2.762101513319307,0.283,0.412,9.291563294006632e-36,1,Tmed10
2.5882405214746167e-36,1.427129684965067,0.3,0.197,6.983331750990664e-32,1,Slain1
5.411782187195593e-36,0.266569230055559,0.226,0.134,1.4601529519272429e-31,1,Gm27032
1.1045828710505754e-34,0.4509736926748568,0.23,0.14,2.9802750443815578e-30,1,Pde4dip
2.823773099503597e-34,0.4847166781841361,0.377,0.268,7.618822199770656e-30,1,Rhot1
7.3040381792693614e-34,23.95450926638604,0.198,0.313,1.9707025411486663e-29,1,Reep5
9.871855009569487e-32,0.42649139509430145,0.416,0.302,2.6635252001319433e-27,1,Mtss1
2.5660430403780356e-31,2.3868640874200926,0.354,0.247,6.923440727243978e-27,1,Epb41l3
9.239460666853915e-30,0.2599163611599824,0.325,0.225,2.492898882523855e-25,1,Klf7
1.1648113620634099e-29,0.5539094652646559,0.388,0.28,3.1427775359832863e-25,1,Tmeff1
1.428968296421282e-29,8.132134909500675,0.288,0.384,3.8554993605742607e-25,1,Hmgcs1
3.4679926935249725e-29,4.6397442121247074,0.084,0.173,9.356991086399729e-25,1,Mid1ip1
1.4888768758243613e-28,0.3116465243064319,0.435,0.329,4.017138698661709e-24,1,Smarcd1
2.636067384693143e-28,2.133586849533507,0.075,0.162,7.11237341064057e-24,1,Degs1
4.335649054957897e-27,0.4071084448632012,0.411,0.305,1.1698014715181902e-22,1,Pik3r1
4.564831275903801e-27,0.6807580413043129,0.171,0.102,1.2316371265516046e-22,1,Trim59
1.1989146374968402e-26,0.38021809064641987,0.385,0.283,3.2347915834302246e-22,1,Atat1
6.4417477036933704e-24,0.35147498037931113,0.213,0.14,1.7380479479335083e-19,1,C130071C03Rik
1.4604297049130943e-22,0.2623706576898963,0.247,0.17,3.94038538682602e-18,1,Asap1
4.2264973434991585e-20,0.2668181723628474,0.145,0.089,1.140351248249508e-15,1,Dixdc1
6.854782713159549e-20,20.01114714836479,0.761,0.642,1.8494889238375778e-15,1,Fez1
2.8629421358245214e-19,0.27386380967825963,0.307,0.229,7.724504176668141e-15,1,Tmcc1
8.773477328282959e-19,0.28338559498815097,0.449,0.36,2.367171917944025e-14,1,Kmt2e
1.2181058420648601e-18,5.3287880599373265,0.083,0.148,3.286571372475199e-14,1,Shisa4
2.9419953632501275e-18,4.583105032340285,0.23,0.164,7.93779768958517e-14,1,Tubb4a
7.129880484065511e-18,6.836291492657292,0.791,0.802,1.9237130534057155e-13,1,Selenok
